-0.18063436,0.01480503,0.13321133,0.01117753,-0.10712608,0.03602631,0.13241275,-0.14306538,0.09535457,-0.08142772,0.02096643,-0.01268764,-0.1046387,0.10961966,-0.12523398,0.08749808,0.21556954,0.14656347,0.17120428,0.12244409,0.03735291,0.23840503,0.161668,-0.15071577,-0.09896985,-0.13912362,-0.13103692,-0.04777991,0.20417196,-0.02037099,0.20636851,0.10404687,0.25249043,-0.22711533,-0.18127459,-0.14866279,-0.40483037,-0.03307844,0.21373817,0.05543438,-0.06122578,0.07896306,-0.08942153,0.1494915,0.05831376,0.0024266,-0.11544489,-0.07826934,0.12071373,-0.10309602
0.05708849,0.14033553,-0.04506699,0.19026992,0.09035222,-0.26797864,-0.27059066,-0.25187695,0.04964519,-0.00220007,-0.1160557,0.13813862,-0.01091417,-0.00691893,-0.14514606,0.0849264,0.04347211,0.09661001,0.02732433,0.09127508,-0.05576646,-0.00131033,-0.26858535,-0.03511213,-0.00445215,0.26190951,-0.30570403,-0.16225767,0.16686255,-0.07107714,0.0161984,-0.11022782,-0.09743752,-0.00262811,-0.02160486,-0.09927966,0.04216903,-0.00874312,0.27181637,0.05021095,-0.11201055,-0.15869625,0.29236656,0.24059203,0.06575536,-0.08749181,0.02454491,-0.10965015,-0.13707542,0.07514183
-0.02826651,0.138942,-0.00768665,-0.02147031,-0.13503978,-0.18501432,-0.0325972,0.00851765,0.0753358,-0.09818354,0.28262955,-0.1258626,0.12570892,0.03880457,-0.22330521,-0.03642606,-0.00245681,0.17330126,0.21659669,-0.02967915,0.01958031,0.07459606,-0.0756496,0.24135421,-0.21098977,0.01930026,-0.01311926,0.04404867,0.05840204,-0.05367394,-0.05057027,0.04954273,0.01768981,-0.1808797,-0.13093768,0.22077996,-0.11274213,0.00424279,0.45417809,-0.17827417,-0.2120818,-0.13320123,-0.06934491,0.24745673,-0.03291691,-0.0788606,-0.18167305,0.04784815,0.00499472,-0.13813765
-0.00230277,-0.04442959,-0.04593385,0.16886143,-0.14826417,-0.01611966,0.00580427,0.10632771,0.0602324,-0.11162565,0.10485128,0.09153442,0.15657718,0.05689814,0.07109695,0.14169726,0.05429961,0.07537946,0.17542692,0.06329667,-0.25498691,0.24978422,-0.09911662,0.23173061,0.15943469,0.05279605,-0.15357171,-0.13972114,0.0041981,-0.14329165,0.19739348,-0.17886207,-0.03767568,-0.03326526,0.06530649,0.17906956,-0.21858157,0.08080392,-0.21250312,-0.11065479,-0.20391662,0.35063964,0.15533967,0.1209481,-0.0457726,0.11841341,-0.05582704,0.11617344,0.24823862,0.00981151
0.2096121,0.09825936,-0.27011427,-0.08502786,0.10359818,-0.04672178,0.2145748,-0.03109613,-0.12341745,-0.25896046,-0.16093415,0.13418098,0.14977396,0.08171341,-0.23937277,0.06693179,0.08336879,0.12206917,0.17412557,0.11856639,0.11892132,0.13330774,-0.22056392,0.05574001,-0.07745632,-0.25087973,-0.0797831,-0.18773891,0.07347889,0.17228857,0.07440833,-0.04185998,0.21861301,-0.14341073,0.10955013,-0.16007835,-0.18909878,0.20941405,0.04097178,-0.01713996,-0.10785865,-0.01496906,0.05633855,0.15983827,0.11345533,0.05798023,-0.07536677,-0.17174816,-0.07729602,0.02916163
0.07843544,0.01613666,-0.1139671,-0.06944962,-0.05175661,-0.06780382,-0.25808346,0.0491824,0.09310168,-0.17609523,-0.06699433,0.20248741,0.02959904,-0.2123484,-0.06087053,0.14873089,0.05859295,0.11193897,-0.02907562,0.17200789,0.10262276,0.24962039,-0.12456068,0.07704128,-0.04223222,0.13889627,-0.15558811,-0.30256587,0.1205728,-0.06879225,0.22984006,-0.01609254,0.24600105,-0.06601215,0.15364099,-0.01205726,0.09391367,-0.06153372,-0.098514,-0.31913725,-0.12136523,-0.01407653,-0.01818851,-0.20256738,0.22835714,0.03155724,-0.14036538,-0.10497656,-0.18969294,0.06094322
0.0927901,-0.03048204,-0.16477275,0.10151818,-0.02446553,0.19862249,-0.0533131,-0.10221738,0.02582739,-0.07114755,-0.03720624,-0.02269427,0.2428855,-0.08295369,-0.12115618,0.05786994,0.0361412,0.32935414,0.12337345,0.03792705,0.04555054,0.17098013,-0.17963815,0.13986726,-0.1274941,0.23902218,-0.14246453,0.03614943,0.17058799,-0.05074448,0.21660616,-0.03423264,0.16388959,-0.19002059,-0.27178153,0.28066131,-0.08624603,0.00301999,0.07956105,-0.2227004,-0.12496813,0.11283576,0.01959933,0.1056581,0.13883945,-0.06980853,-0.00475819,0.06913211,-0.0040142,0.2756027
-0.18984137,0.15361503,-0.25822997,0.23945233,-0.05498614,-0.06415123,-0.03769369,-0.22179821,0.02827021,0.10708977,0.00050455,0.10040247,-0.01378799,-0.10318184,-0.16778961,0.14594381,0.17270444,0.20128572,0.21805869,0.0575656,-0.04614585,0.00352663,0.04060404,-0.13108999,-0.12614703,0.09772581,-0.07147133,-0.19670495,-0.03574564,-0.02165123,-0.08610664,0.13405064,0.30247244,0.06261735,-0.0673593,-0.10974531,0.09669673,0.09876843,0.09141608,-0.23179214,-0.01132054,-0.07275016,-0.05272251,0.04328592,0.22609289,-0.01941266,0.02644125,0.03102909,0.2114508,0.36912096
-0.08303264,-0.0754147,-0.08157558,0.08870698,-0.0912815,-0.25172442,-0.1563888,-0.16581781,-0.0987506,-0.02769333,-0.07964903,0.19477837,0.10483582,-0.25717616,-0.22732233,0.21388723,0.18349935,0.14786506,0.09377,0.12684274,-0.22816882,0.01126623,0.06431676,0.00308656,-0.08858265,-0.07886063,-0.13541017,-0.23455083,0.11551925,-0.08869293,0.3352676,-0.04903436,0.17757991,-0.28199956,-0.00404587,0.04177853,0.05678062,0.10296007,0.13415742,-0.04803013,-0.02129809,-0.11360449,-0.00323209,0.07701428,0.07976472,-0.06075476,-0.16805381,-0.06942167,-0.09052548,0.20528193
0.0681935,0.03458105,0.16032207,-0.13447949,-0.12927555,-0.28175318,0.00424287,-0.14066759,0.07637718,-0.04904611,-0.14139408,0.03714217,-0.09458153,-0.02802335,-0.18239264,0.03561881,0.10462805,0.31157967,0.15152252,0.13628443,-0.13801049,0.05924894,-0.17023033,0.11726332,-0.05305055,-0.03125279,-0.15008923,-0.13645105,0.09949947,-0.12814604,0.19753978,-0.1019261,0.26453063,-0.25134608,0.14343537,-0.03410533,0.11305515,0.18238121,-0.01956757,0.01669739,-0.21173947,-0.04202082,0.02325143,0.1812952,0.14102893,-0.14454596,0.03500472,-0.20277306,-0.17664072,0.17070414
-0.06670296,0.09954922,0.00998954,0.06844443,-0.03050368,-0.07958724,-0.20974548,-0.25617114,0.07409874,0.04270888,-0.03254768,0.04489893,-0.01908653,-0.11684376,-0.07232341,-0.20547105,0.12141474,-0.14974669,0.15690558,0.06473907,-0.07009564,-0.03153341,0.01981542,-0.02667078,-0.15700932,0.07579269,-0.10131495,-0.17277269,0.44609061,-0.17979005,0.22180015,0.32118833,-0.11508466,-0.03696032,-0.16249934,0.00545959,-0.06271121,-0.19251627,0.1134892,-0.19100547,-0.23877461,-0.08734459,0.01038575,-0.07436118,0.16440912,0.00875193,-0.09844556,0.06861106,0.12462652,0.07886054
-0.11032984,0.12655039,0.25526181,-0.13973384,0.19656211,-0.18459627,-0.07882627,-0.33243656,0.03983713,-0.23983668,0.10425942,0.00319716,0.3300806,-0.19657463,0.0255067,0.22976372,0.19432876,0.15313032,0.17166656,0.08683284,-0.02186281,0.27471039,0.02796918,0.14956412,-0.02098121,0.1625369,0.11621644,-0.06457061,0.10493487,0.18187366,-0.03158485,-0.15608913,-0.06011316,-0.033903,0.07047247,0.02378805,-0.03484299,-0.0192946,-0.08646267,0.03221906,-0.02632017,0.04947035,-0.10629622,-0.06075361,0.16200583,0.11990675,-0.18051548,-0.026442,-0.0165348,0.05150588
0.03624322,-0.19252747,0.11372225,0.00216584,-0.04668254,-0.08502046,-0.16154188,0.15830006,0.12800291,-0.11520788,0.10665458,0.21723886,-0.08046515,0.05543593,-0.09054531,0.04632241,0.29601622,0.09637164,0.24459916,0.07945596,-0.23188293,-0.04773729,-0.02506374,0.06032554,-0.1846524,-0.2519021,0.11305345,0.0056594,0.15786295,0.16625641,0.13603877,-0.23133694,0.18550833,-0.01744801,-0.07418728,0.30507007,0.03448284,-0.01501695,0.15513465,-0.06825239,-0.10760003,-0.16321187,0.12975442,0.16309579,-0.03040938,0.08357015,0.131143,0.20890281,0.06295316,0.0623679
-0.1981528,0.01947399,-0.35284564,0.00902564,0.0509426,-0.25135705,-0.04081391,-0.0283898,0.05603931,0.08115538,-0.03389898,0.20532762,0.11315575,0.11766642,-0.18550439,0.14986056,0.08369655,0.01560422,0.08293867,0.34581429,-0.00956179,0.08690274,0.1021874,-0.13086359,-0.09821834,-0.09804986,0.01832357,-0.02314586,-0.12946187,-0.04410227,0.06092532,-0.09294902,-0.03969694,-0.3387695,-0.15801486,0.19923104,-0.14318728,-0.01195816,0.10422949,0.12624796,-0.05613065,0.13684693,0.12059718,0.12628455,0.16672847,0.12073438,-0.12144849,-0.0481912,-0.12925707,0.23212819
-0.08388809,-0.06198673,0.10891476,0.09203267,-0.19426093,-0.25769708,0.02862277,-0.29526711,0.08988343,-0.09490236,-0.15331198,0.22333938,-0.08756584,-0.23104616,-0.20049386,-0.08166658,-0.05791674,0.2060615,0.10809221,0.07307237,-0.23126391,-0.18518706,-0.03809323,0.01878674,-0.01174382,0.04334551,-0.15659438,-0.09969555,0.15160261,-0.25528264,0.09918258,0.11054109,0.15385881,-0.16691671,-0.00246858,-0.06542745,0.09912066,0.00363333,0.06064028,-0.24913548,-0.09250618,-0.05347591,-0.09977136,0.03944286,0.17832631,-0.05647055,0.08416645,-0.11829544,0.11790112,0.23419343
-0.14975584,0.02436234,-0.06729667,-0.05965729,-0.09728789,0.09848019,-0.18298827,-0.06150804,0.14646716,0.08570839,0.13318951,0.01830041,0.12396363,-0.14369249,-0.1924912,0.2387425,0.11916089,0.0611324,-0.00908965,0.00080338,-0.11553434,-0.13493089,0.01822973,0.11311317,0.16706635,0.19400786,-0.06667618,0.04257631,-0.03717709,-0.06822115,-0.01107825,-0.10315228,0.32599807,-0.12300276,-0.22513437,-0.08610053,-0.19185883,0.22253862,0.10735413,0.05886019,-0.32346717,-0.30446529,0.06128967,0.08004224,0.11732692,-0.05844395,-0.20097952,0.17925639,-0.05066834,0.06016423
0.23817505,-0.0916911,-0.02763329,0.08703751,0.04015071,-0.07062222,-0.07916597,-0.09265047,0.12167508,-0.20780487,0.02204791,0.17966749,0.05387143,0.05107404,0.03325866,0.03990797,-0.03502436,0.07003635,0.03627971,0.53690809,0.00352445,0.1650168,0.29163322,-0.03540864,0.10286154,-0.08653674,-0.09718969,-0.06781968,-0.00169538,-0.03720593,0.04986758,0.03507257,0.1767301,-0.21129139,-0.1934454,0.02917137,0.06103195,0.16615461,0.30897596,-0.08823957,-0.19199648,-0.05952363,0.04946157,0.04434194,0.06269979,0.01427754,-0.2189962,-0.0848574,-0.05125536,0.06444627
-0.08635318,0.09960476,-0.00611929,0.01673162,-0.08378471,-0.04039776,-0.11337595,0.15234016,-0.14144717,-0.2037878,0.0041,0.06971207,0.15286668,0.22372995,0.04384281,0.0651851,-0.06763045,-0.02248983,-0.15948652,0.0247051,-0.14811347,0.26490527,-0.06503136,0.02652267,-0.14677164,-0.00162741,0.03465935,-0.17273885,0.33844912,-0.30988216,0.12471133,-0.0878336,0.17250499,-0.16401999,-0.09110355,-0.05662414,0.16160583,-0.10016431,0.104663,0.14151601,-0.05541869,-0.08206688,0.11481588,0.10015544,0.23145021,-0.08741341,-0.16917123,0.01262499,-0.14403319,0.31294405
0.06679531,0.01116988,-0.06213956,0.1726191,0.00319522,-0.09900849,0.07270788,0.0265838,0.06129298,-0.20287789,0.1365227,0.04848863,0.1082793,0.18426545,-0.0022676,0.0663458,0.02165204,-0.12744983,0.05758785,0.16512276,0.1230569,0.17733788,0.13724022,0.29905629,-0.21017048,-0.05491737,-0.12079209,-0.03393165,-0.11554153,-0.13703258,0.10656205,-0.12766157,0.09970753,-0.20516911,0.02935349,0.10056253,0.14482315,-0.03914988,0.36433241,0.01387499,-0.1503613,-0.07955611,0.03407742,0.04368204,0.14752933,-0.05659783,-0.28280982,-0.26639086,-0.025452,0.27942112
